tweet,,,,,,,
"#Mumbaikar - #HowdyBMC
22-09-2019,.@mybmc if it's illegal to charge for carry bags", then why is @minisoindia @MarketcityKurla insisting the customer pays? On questioning them, they say #BMC can do anything," but company policy says we have to charge the customer. @MinisoOfficial @CMOMaharashtra @JagoGrahakJago_""",,,,
"The roads are insanely slow, and dangerous ..we have gone back to the dark ages! #Mumbai is a colossal nightmare! #jvlr is screaming for help! #Andheri-#Marol belt is abysmal.. #BMC has forsaken the city! Can the court step in and hel? @RoadsOfMumbai @mumbaitraffic @LocalPressCo",,,,,,,
"@mybmc
@OfficeofUT
@AUThackeray
@ShivSena 
Finally late night work start by #BMC  pic.twitter.com/abWIGhBMea",,,,,,,
#timetorelease all the proofs against #bmc and #shivsenaofBMC. I pledge not to vote for #shivsena . We Indian pledge not to vote for #ShivSena in #BMC 4 no action @mybmcWardGN @bmcmumbai @Dev_Fadnavis @citizen1819 @PMOIndia @VIRENINFRA @AUThackeray @mybmc @mid_day @MumbaiMirror  https://twitter.com/VIRENINFRA/status/1166951239734611968 … pic.twitter.com/wn2bcd3j6Y,,,,,,,
"Vote out #shivsena 4m #bmc 
4 all my life & being young citizen I hv always voted #shivsena  but no longer since dy stop right action wid BMC against illegal construction in mahim kapad bazar and potholes across mumbai @mybmcWardGN @bmcmumbai @Dev_Fadnavis @PMOIndia @AUThackeray  https://twitter.com/mybmcWardGN/status/1170227440834101248 … pic.twitter.com/mtnao7Ai3z",,,,,,,
Madam city like Delhi have no innovative street design rather regular but good quality roads ...ask your people at #BMC atleast get those standard implemented first ... Then think about innovation,,,,,,,
"Please download this new app from @mybmc & share updates, if this actually works #PositiveIntent #BMC #MumbaiPotholes @PotholeWarriors @bmcmumbai @RoadsOfMumbai https://twitter.com/mybmc/status/1174659344195080193 …",,,,,,,
"It's good that @mybmc has launched #mybmcpotholefixit App, but the same is NOT going to solve the issue & is ltd to a small fraction of citizens
20-09-2019,Potholes are caused due to bad quality of roads.. The cost of each pothole is only worth someone's life.Roads in red show the area of potholes on each road. It takes a tour of #NarendraModi for one round of shoddy repairs. ",,,,,,,
,,,,,,,
"@mybmc @AUThackeray @ShivSena @ShivsenaComms 
For comparison & improvement with  #BMC  https://twitter.com/DMunicipality/status/1174585763385749504 …",,,,,,,
"We have a suggestion for @mybmc that The highest type of efficiency is that which can utilize existing manpower & material to the best advantage of common citizens of the city.,Unfortunately Our own #BMC is like in Mumbai language,
 ""Kaam kam Shaanpatti jaada"".
Know #efficiency !",,,,,,,
@mybmc @MCGM_BMC @CMOMaharashtra @RailMinIndia @CaptTamilSelvan Wastage of Water near railway tracks  #SaveWater just a word by #BMC if public waste water then their is a fine but if it is wasting like in video BMC don't take any action to save water from,,,,,,,
"It is only because of the  #BMC
Firstly how do these guys get permission to dig holes on public roads?
Secondly why don't BMC charge a deposit & deduct the money for the damage at the time of refund?
Why r the concerned BMC officials not fined or punished?
20-09-2019,Is the @mybmcWardB so helpless ?? We have been raising this issue for 2 months now however no proper solution.. This becomes a breeding ground for insects..  @AGSawant @warispathan @MCGM_BMC @mybmc @bmcmumbai #bmc #mcgm @DisasterMgmtBMC pic.twitter.com/TKhkVpabj3 – at Nagdevi Street
20-09-2019,#BMC Mosquito nuisance erupted all of a sudden in Azadnagar","ANDHERI (W).Quick response to avoid epidemic.'Pond' behind DLH DARPAN Soc cn b a culprit.Politicians visit n promise to refill during elections just for grabbing votes.Request  @Dev_Fadnavis @GajananKirtikar 2 do needful""",,,,,,
"@myBMC: WE RECEIVED COMPLAINTS OF #gasleak
1
Leak emanated fm Rashtriya Fertilisers, Chembur (reports)
2
3
Complaints of ""smell of gas"" came in from:
Mankhurd
Govandi
Chembur
Vadala
Ghatkopar
Powai
Bhandup &
Ka",,,,,,,
"@myBMC: WE RECEIVED COMPLAINTS OF GAS LEAK
1
Leak emanated fm Rashtriya Fertilisers, Chembur (reports)
2
3
Complaints of ""smell of gas"" came in from:
Mankhurd
Govandi
Chembur
Vadala
Ghatkopar
Powai
Bhandup &
Ka",,,,,,,
Damn funny... #BMC is so confident they would not find the potholes 🤣 should have invested the money in fixing some patch,,,,,,,
"Hey @mybmc are your officers at @mybmcWardFN sleeping? When I last tweeted on horrible roads on Mahila Ashram road, which is like only 100 metres from the ward office, yet no one bothers to respond!!! @PMOIndia @narendramodi Mumbai is suffering !!! We're simply tired of #BMC",,,,,,,
"Whom should we FINE for this potholes??? Western Express highway which never get ends by such patholes. Life on risky.. (#MumbaiRain)
PS: Clicked by random annoyed citizen
19-09-2019,Who is opposing the #Metro",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#bmc #MumbaiPolice maximum city. Maximum time to travel. Not a single traffic police man in lbs road,,,,,,,
"Extremely bad road, Potholes, flooded near Morya House, off link road, opp infinity mall, Andheri west today 11.30am without rains. This time it's disaster.
@mybmc @AUThackeray @MumbaiPolice 
@DisasterMgmtBMC @CMOMaharashtra
@suchetadalal
18-09-2019,Thank you Mumbai",,,,,,,
 #bmc," #road #thankyou pic.twitter.com/3ful4Qtypx""",,,,,,
"Things have really slowed down in the last couple of months, yes , now it takes almost two hours to travel 10 kms on the western expressway,yet hope floats , cars don’t #mtp #bmc",,,,,,,
"30 meters  before & after bus stop is become a filth & dumpster by hawkers. How are people managing to stand at them bus is admirable #BMC isn’t doing anything. @AUThackeray  any action ?? 
This is close to Shiv Sena Jan Sampark Karnalaya (New Link Road. Opp Bhagat singh Nagar) pic.twitter.com/ZNvqRQwYRl – at Goregaon BEST Bus Depot",,,,,,,
#BMC hv already issued 354A refer pic of ur website & you still shamelessly say ur team will attend. ur team came & went wid settling d matter now new team will come & settle @mybmcWardGN @mybmc @citizen1819 @PMOIndia @Dev_Fadnavis @AUThackeray @OfficeOfNG @MumbaiMirror @mid_day  https://twitter.com/mybmcWardGN/status/1172398940487999488 … pic.twitter.com/RHuXip80iO,,,,,,,
53days complete & yet no action BMC Officer has asked jain trust 2 apply 4 legalization of structure basis compromising the neighborhoods structure. Just that this election #BMC goes in right hand. We won’t let you win #Corrupt @mybmcWardGN @VIRENINFRA @mybmc @PMOIndia @mid_day  https://twitter.com/mybmcWardGN/status/1172398940487999488 … pic.twitter.com/IOmLtyYecg,,,,,,,
"First wise move by #BEST in years. Infact, BEST should slowly move to smaller buses as Mumbai traffic is no more suitable for large buses. Will be helpful for passengers and traffic. Thanks #BMC.  pic.twitter.com/udYATl9Ce8",,,,,,,
"#BMC chief Praveen Pardeshi, on a test-drive of @myBESTBus #BESTप्रवास App, pointed to the lacunae in it, saying  its needs to developed further & updated in a sustained manner to make it more viable for commuters. @rajtoday @roadsofmumbai
@mumbaitraffic https://www.mid-day.com/articles/mumbai-best-application-needs-to-be-updated-for-commuters/21743255 …",,,,,,,
"#BMC to tie up with 2 Tokyo experts to tackle flooding.
Will visit flood-prone spots, rivers that cause flooding such as Mithi.
@RoadsOfMumbai https://www.hindustantimes.com/mumbai-news/bmc-to-tie-up-with-2-tokyo-experts-to-tackle-flooding/story-SwLWfbpYNg4vr4XgvwP5tO.html …",,,,,,,
@RoadsOfMumbai Why aren’t the authorities doing anything about the traffic menace on WEH ... does anyone really care about the plight of people travelling to go to office in the morning or to take a flight #MumbaiTraffic #BMC #pmoindia #ShivSena,,,,,,,
"Mumbai is uniting for #saveaarey, where are you?
Week 3 protest at #saveaarey #savemumbai 
Now there is no stopping till we win!
14-09-2019,#BMC gears up for #Swachhsurvekshan 2020"," to give out Rs. 1 crore prize for civic #corporators who keep their wards clean. #SwachhBharat https://timesofindia.indiatimes.com/city/mumbai/bmc-dangles-rs-1-crore-cash-carrot-at-corporators/articleshow/71122131.cms …""",,,,,,
"Driving on opposite side of the lane, no seat belt, talking on the phone and ignoring basic traffic rules. @mybmc @MumbaiPolice #BMC  pic.twitter.com/3VsXUwbdyg – at Wadhwa Atmosphere",,,,,,,
Awaiting action #BMC on 50th day Anniversary Of complaint and silver jubilee of notice issued by BMC 2 jain trust 354A @VIRENINFRA @mybmcWardGN @citizen1819 @mid_day @narendramodi @mybmc @PMOIndia @Dev_Fadnavis @bmcmumbai @AUThackeray @BandBajaateRaho @timesofindia @MumbaiMirror  https://twitter.com/27aaru/status/1172747894019039232 … pic.twitter.com/yEMxE1eR2J,,,,,,,
"It should also get applicable in
 #mumbai so that traffic might get in control @mybmc @Dev_Fadnavis @ShivsenaComms #bmc #shivsena https://twitter.com/ndtv/status/1172539702441676801 …",,,,,,,
"Thanks @mybmc to welcome us each morning with a new potholes where vehicles can splash water on us and move...and also thanks for not doing anythng. 
13-09-2019,Huge potholes in L&T flyover as well as in Milind Nagar bus stand", almost for more than a month this problem is persisting, till now no permanent solution," everyday it is taking 1 hour some times more in #JVLR to travel just for 3-4 kM #MumbaiTraffic #BMC @MumbaiMirror @mybmc pic.twitter.com/UpzFh7a7lN – at L&T Flyover""",,,,
"Sir please see Mumbai by car , bus or a bike ride not from charterd or a helicopter 😂 #bmc #yashwantjadhav #Mumbai #Potholes #joke https://twitter.com/TimesNow/status/1171653344437460994 …",,,,,,,
"Ganpati Apne Dham Chale
Congratulations & thanks for a great management to #bmc #mumbaipolice & allll the volunteers providing thier selfless services all around. @ Varsova Beach  https://www.instagram.com/p/B2UFTQYjU25/?igshid=13uc6znpdrs97 …",,,,,,,
"@CMOMaharashtra @PMOIndia VINODMISHRA NAGAR SEVAK @mybmc @bmcmumbai @MCGM_BMC @mybmcSWM @MoHFW_INDIA
Dear Sir
This picture you are seeing is of Pathan Wadi Malad East Mumbai 400097
Opposite HAYAT HOSPITAL & RAHAT HOSPITAL  pic.twitter.com/femhA",,,,,,,
I am retweeting so people are aware of their rights. And underline the fact that I am fine with penalties. And if people had time and money to go to courts #BMC like bodies would go bankrupt. I hope you don't suffer Mumbai.  https://twitter.com/Aravindhapk/status/1171786578085068802 …,,,,,,,
"That's a #illegal #speedbreaker 
Ideally #BMC needs to demolish or break those But for the reasons best known to them ..
There r 1000s of speedbreakers illegally build by local politicians, residents, goons throughout #Mumbai
But BMC is 🤫🤐",,,,,,,
"Some misreporting by @TimesNow 
What #BMC meant was no roads left in #Mumbai 🤕
We are damned @RShivshankar https://twitter.com/TimesNow/status/1171653344437460994 …",,,,,,,
Mr. Chor @Thane_R_Police @thanecv @ThaneCityPolice @CMOMaharashtra @TMCaTweetAway #thane #thanecitizens #thanecity #BMC #TMC @TMCaTweetAway #thanemunicipal,,,,,,,
Guys seriously something should be done about the roads the apathy of the current #BMC is evident. Roads are going from bad to worse. Earlier before visarjan they used to atleast mend the potholes but this year they just don't seem to be interested,,,,,,,
"Sir these recycles plastic garbage bags are sold in Mumbai signals by beggars and sold in whole in Mulund west Jawahar talkies area , in spite of #BMC Regular raids to these area.  pic.twitter.com/U0zB6RduvI",,,,,,,
Wow..BMC wala will wait till cigarette 🚬 thrown.. immediately will hitt u fine..!!! Why illegal shop permitted thr..!?? I don’t understand what logic it is..!!! #Mumbai #BMC,,,,,,,
There are so many big corporate companies here and so many people work in this area yet the roads leading here are full of big gravels(which is intentionally put there!) and potholes. The condition of roads in this area is just horrible. #bmc #mumbairains @MCGM_BMC @mybmc,,,,,,,
"Mumbai is business  capital of India. Anything related to infra, Network, Traffic problem, Road safety Should Happen here first. We get All this thing last. Though we pay huge amount of Taxes #devendrafadnavis #BMC #narendramodi",,,,,,,
Including #BMC then don't think you would receive these tweets as well. Please be responsible in making mumbai a better place to travel by roads and not just sitting in the office and working when you receive tweets🙏,,,,,,,
@mybmc Dont understand why a mumbaikar always needs to put it on Twitter that roads are so bad. People working in #BMC also travel through the same roads so why can't they take the quick action rather waiting for the tweet and then action. If every indivi,,,,,,,
"@mybmcWardPS @mybmc @mybmcRoads @mygovMaha @ivmahadeshwar   Prabhodan kridabhavan marg, Goregaon west. #BMC & CONTRACTOR'S don't try to fool the public repeating same same works 10 times and wasting the #Taxpayers money. And the work you had done all are ",,,,,,,
#BMC @mybmc @Dev_Fadnavis  It appears to be moon surface... For last 15 days no patching done here. BMC to act https://twitter.com/iSatyaPatidar/status/1170899385770807296 …,,,,,,,
"#MUMBAI SIGNS THIS PETITION TO SAVE AAREY FORREST FROM #DEFORESTATION 🇮🇳🌳🔥✍️
 http://chng.it/6kXcTSLM 
08-09-2019,#SaveAareyForest #Mumbai",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"#AareyAikaNa
08-09-2019,The BMC is planning to introduce jet-skis by the next monsoon for pothole-free rides! How thoughtful!",,,,,,,
"2019) pic.twitter.com/q2N083en5t – at Jogeshwari Railway Station""",,,,,,,
#BMC love getting potholed. Doctors  recommend this for massages now.,,,,,,,
Appreciate the park being open before all these can you guys ask #BMC to look after potholed roads on Andheri West & other parts of Mumbai ... Amount of tax we all pay we expect better infrastructure.,,,,,,,
"@AUThackeray 
You need to pay attention to giving Mumbai #roads & #footpaths that doesnot take innocent lives
Instead of 24 hours open gardens, markets, hotels etc..
No use of business running 24x7 if #Mumbaikars #die because of #substandard infrastructu",,,,,,,
"@PMOIndia @narendramodi @nitin_gadkari @Dev_Fadnavis Dear PM Ji, Mumbai welcomes you. Request you to take road trip inside Mumbai. You can easily realise the critical road situation. How #BMC is making the #Mumbaikars fool. So many #potholes.",,,,,,,
"Dear #Mumbaikars: 
Both the corrupt #ChachaBhatija #BJPShivSena blame each other for destroying Mumbai. They are fooling you. They are alliance partners. 
The joke is that they are running #BMC together for 25 years. 
Come October, fight back. And expose them once and for all.  https://twitter.com/Clyde_Crasto/status/1170198459519053825 …",,,,,,,
"Hav u evr heard #Golmaal_Hai_Bhai_Sab_Golmaal_Hai 
Its also known as #Thukpatti #LipaPoti #Jugaad #Chutiya_Banana
Shame 4 such 3rd class Wrk done by #BMC #contractors
Common @mybmc wat is this? https://twitter.com/RoadsOfMumbai/status/1169910540581294081 …",,,,,,,
With no DJ this year but the noise levels are over 100 dbs #malad #BMC #MumbaiPolice pic.twitter.com/39IjoouXeZ – at Asmita Jyoti Cross,,,,,,,
First time saw #MumbaiRainlive #mumbaifloods very bad underground system by #BMC. @RidlrMUM @mybmc @TOIMumbai pic.twitter.com/E9Q10G5JRU – at Ghatkopar Metro Station,,,,,,,
#humaapkehainkoun fame actress #renukasahane spotted during the #mumbairains walking on the streets which were waterlogged.Each and Everyone is upset with the work done by #bmc in pre-mansson which causes much…  https://www.instagram.com/p/B2CywJSBllF/?igshid=1soekk87rxemj …,,,,,,,
Only solution to waterlogging and pathetic road conditions in #Mumbai is to conduct #BMC elections in peak monsoon season...,,,,,,,
"@drmbct @SwachhBharatGov @mybmc @mybmcWardGN 
look at the terrible state of the South End public FOB esp the covered @WesternRly portion. Strewn with garbage & paan stains. STINKING😷 Presume it is #BMC maintained  @rajtoday @iAroosaAhmed @mumbairailuse",,,,,,,
"We r agree with ur traffic rules but u r not giving best service to us... 
Its very difficult to drive vehicle on Mumbais road.
.
.
.
.
.
.
.
.
 @MCGM_BMC
@mybmc
@Dev_Fadnavis ji look into it.
@mybmc #roads #MCGM #BMC #government #traffic #tolls pic.twitter.com/fhS5eNGDBj",,,,,,,
It’s the safest to move out when IMD says there will be rain coz the history has it when ever they declare a holiday there’s no rain 😂 #MumbaiRains #DumbIMD #BMC,,,,,,,
"This is what is happening in #Bhandup Shocking,& to think the vegetables we purchase
A shocking video of washing the vegetables using sewer water has emergedThe vegetables that u saw in the video is sold by street vendors
 Kindly wash ur vegetables before u cook.@MYBMCSWARD #BMC  pic.twitter.com/t8G9UvcF8T",,,,,,,
"If it's going to rain as bad Tom, tell us now. Cannot withstand another day when the child is in school and we get panic calls to pick them up from school. #BMC be equipped to inform us parents in advance. It's been a true nightmare today! @mybmc #MumbaiRains #MumbaiRainlive",,,,,,,
"#MumbaiRains #mumbaifloods
Why there's no improvement? Whenever heavy rains its waterlogged #achedin ? pic.twitter.com/dClxLVHeYz",,,,,,,
"Mumbai is on High Alert
Hrs of continuous rainfall in Mumbai & adjoining districts led 2 water-logging in several parts of the city today. #bmc advised locals 2 avoid venturing out.
.
P.S - The guy should get the Employee of the year 😉
.
04-09-2019,#BMC proves it's might. Successfully make #Mumbai the most efficient rainwater harvesting city in the world. True visionaries. Credit to all #Mumbaikars for the constant support and votes. #MumbaiRains
04-09-2019,Flooded outside Wadala Station #BMC #MumbaiRainsLive #bmc  pic.twitter.com/hvw8hZmNLt – at Wadala Railway Station
04-09-2019,Since Mng Wtr is almost at waist level inside r house at Santacruz """"Shivaji Nagar""""",,,,,,,
 No Gvrnmnt, non of any concern Dprtmnt is worried.,,,,,,
 whr thy can say it's n Awesome Rainy wthr outside," worst part is no one is here to remove this Wtr frm r Area.#BMC  pic.twitter.com/66cu8NN9NG – at Shivaji Nagar""",,,,,,
"After paying all sort of taxes to BMC every year, in return Mumbaikars only asked to show their Mumbai spirit🙄🤔
04-09-2019,@mybmc  Dear Bmc please send water pump to Andheri west Veera. Desai road to remove water logged #BMC #MumbaiPolice pic.twitter.com/tU5Bpb9r4Z – at Veera Desai road
04-09-2019,Live! Mumbai Floods Update!",,,,,,,
"Live! Mumbai Floods Update!
Millat Nagar, Jogeshwari.
04-09-2019,Live! Mumbai Floods Update!",,,,,,,
 Jogeshwari.,,,,,,,
Trust me @mybmcWardPN @mybmc will do nothing.. no will and no  power  to #BMc officials to clear footpath... dont reveal your name & address  for safety..,,,,,,,
"1 rainfall and the entire city is in disarray. It’s taken me exactly 2.5 hours from Bandra to domestic airport (without a single minute of exaggeration). Spend less money on statues and more on building less erosive roads and better traffic management #Mumbai. Also, f*** you #BMC",,,,,,,
#Flooded roads. #trafficsignal failure. Tonnes of #fuel wasted as vehicles brought to a stand still for hours #bmc #mumbai hazards of living in a mediocre city that has been taken for granted by all governments past and present,,,,,,,
"#MumbaiRainsLive #MumbaiRain
04-09-2019,Unfortunately #waterlogging doesn't happen due to #rains. It happens when roads are not given the right slope without outlets to drain or they r gutterless. Thanks to #BMC  https://twitter.com/richapintoTOI/status/1169102700560171010 …
04-09-2019,Next to L&T flyover towards Seepz in #JVLR huge potholes and water logging. We started at 08:30from Hiranandani Powai and it took to reach L&T flyover about 1 hour and 15min for just about 3kM #BMC #MumbaiRains #MumbaiTraffic pic.twitter.com/irPtquiVuA – at L&T Flyover
03-09-2019,environmentalists and fans loving this picture of #shraddhakapoor who came on #Aarey streets in support of #SaveAarey from #bmc order to cut thousands of its trees for metro phase 3. #savetrees #saaho #chhichhore…  https://www.instagram.com/p/B181EVuB7cj/?igshid=1ouzszuc8bay6 …
03-09-2019,@mybmc kindly fix this pipe leakage as soon as possible. location is  opposite Hanuman Mandir",Tilak Nagar, Chembur.,,,,,
@mybmcRoads @mybmcSWD @MCGM_BMC @bmcmumbai  is it holiday for whole staff on ocassion of ganpati? Hope everyone is njoying ganpati bappa morya #ganpatibappamorya_ #bmc #mybmc #GaneshChaturthi2019 #Ganesha #Ganpati #GanpatiFestival @MumbaiPolice @CPMumbaiP,,,,,,,
"Hearing some wonderful things that @mybmc is doing to ensure locked up parking lots (of yesteryears) are opened and publicised (download the MyBMC app). This is good work, keep going! #BMC
@zoru75",,,,,,,
@mybmcWardGN @MCGM_BMC #mybmc #bmc the mess is still tgere and creating foul smell now. Its still not cleared. Pls look into this urgently. @MumbaiPolice pls inform the concern dept. No action taken @ivmahadeshwar https://twitter.com/combatmotoring/status,,,,,,,
"Protest growing all over against the decision of aprox 2000 tree cutting in #AareyForest in Mumbai.
Citizens hugely infuriated against this move.
CM @Dev_Fadnavis must intervene in this matter and scrap the decision of #BMC.
Shifting of metro car shed from #Aarey is only option.",,,,,,,
Dear #mumbai apne ko apne bachhe ka future bachana h to iske waste #aareyforest ko bachana mangta hai. #bmc you dont have rights to allow #metro maker authority to cut #aarey trees which is not a…  https://www.instagram.com/p/B13vP8NDa5O/?igshid=1vq1av1elygx3 …,,,,,,,
Last week also you have attended my complaint about garbage collection machine which alwas stop working .but once again its stop working please look into the matter it always stop working so pls change  http://it.At  Oshiwara kabrastan relief road oshwiara thanks.#bmc  pic.twitter.com/XVSKFQzwSs,,,,,,,
"Send him to @mybmc ! They do something without anybody knowing it just like approving cutting of trees in Aarey! 
01-09-2019,@mybmcRoads @MCGM_BMC @mybmcGardens @mybmcWardPS @mybmcHydEngg #goregaon #BMC #Mumbai pls look into this matter urgently"," already there are killer potholes we donot want to blame an open manhole during festival. We wanna say #GanpatiBappaMorya https://twi""",,,,,,
#SaveAareyForest Its came to hearing that 2700 tress to chop down for metro was permitted by #BMC? I know the change is good but please just for the metro shed please don't kill the greenlung of #Mumbai Instead find an alternative Already earth is suffering #SaveAmazonRainforest pic.twitter.com/miqhnOnqR7,,,,,,,
Shame on Local representative #SaveAareyForest @ConserveAarey @mybmc @saveaarey @RavindraWaikar #BMC #AareyForest #MumbaiMetro #shameonBJP @HiSaimandar @RajThackeray pic.twitter.com/a8eB3dJ3Hn,,,,,,,
"Raise your hand 4 work not to greet sir. #BMC is sleeping on illegal construction inspite Of notice issued under 354A illegal construction a shop raised from 5ft to 25ft compromising infra growth rd widening structural weight, security and structure of neighbor bldg @mybmcWardGN pic.twitter.com/br8iZP5YpC",,,,,,,
"Tree Plantation Activity at Clare Road.
We understand that this small initiative can't replace the 2,702 tress that will be cut down by the AXEperts from the #BMC in #AareyForest. 😞 pic.twitter.com/CIkzvOr9cw – at Clare Road",,,,,,,
It breaks my heart to know that too many people have been talking about #AmazonRainforestFire but no body even gives a fuck about the #AareyForest 😡 The great #BMC has officially given the permission to cut down 2700 trees👏👏👏👏 @mybmc @AareyForest pic.twitter.com/inGaKlzjSu,,,,,,,
2 endorse d demolition of illegal construction a shop from 5ft to 25ft order passed by GNorth #BMC we have to ask #NarendraModi #PMO 2 endorse?Only dn work be done. Local politicians #BMC willonly find way 2 mint money. @VIRENINFRA @mid_day @mybmc @mybmcWardGN @citizen1819 pic.twitter.com/jR98JxxSGD,,,,,,,
"Absolutely condemnable !
Tree Authority in #BMC passed a proposal to cut 2185 trees in #AareyForest.
Its full tamasha.
30-08-2019,So in the timeframe of #ClimateChange being the number one priority in the #world", with resources such as water on a verge of depletion #BMC had the balls to allow 2700 trees in #Aarey to be chopped off for a #metro shed," maybe we're okay with the world ending. #AareyForest""",,,,,
#BMC #TreeAuthority never cared either for humans or trees ..,,,,,,,
Negotiations r done already I hv proofs in video wid political parties suggesting not 2 demolish old structure it could go in road cut so new wall erected 4m old structure 2 height of 25ft. Any death occurs due 2 BMC negligence only #BMC 2 be blamed along wid Jain Adeshwar Trust  pic.twitter.com/pCiR29F9nR,,,,,,,
"How dare they make such chaos during peak on a two lane road which is already packed with slums and shops on both sides.
28-08-2019,Ganpati festival doesnt start for another 6 days and the roads are jam packed with ganesh aagman of groups dancing on the street on loud music. Who's given the permissions?",,,,,,,
"#appreciate Your staff repairing the Potholes will make life safer for all travelling Mindspace side of ChincholiBunder road
Thank You #BMC #PSouthWard",,,,,,,
@mumbaipolice @mybmcWardGN @mybmc What has happened to the no hawker zone within 150 metres of Railway stations? This is the sight of the road outside #Dadar @WesternRly with a #BMC van a mute spectator.@DighavkarKiran @RoadsOfMumbai @MNCDFbombay @kkorde0,,,,,,,
#BMC #354A issued to illegal raising of height r nearing completion of work I am updating u with latest pic still u commissioner ordered or notice is not taken seriously are you still unwell #BMC #GetWellSoonBMC @AUThackeray @OfficeOfNG @Dev_Fadnavis @Aaple_Sarkar @narendramodi pic.twitter.com/mkyPPrfpj4,,,,,,,
"Railings ruin the beauty of #MarineDrive: Residents and heritage experts say #BMC did not take requisite clearances before proceeding with the move.
@ChaiMIRROR @mumbaiheritage @RoadsOfMumbai https://mumbaimirror.indiatimes.com/mumbai/civic/railings-will-ruin-marine-drive-critics/articleshow/70867926.cms …",,,,,,,
Why doing business in #BMC play ground? Since from many days why P-South ward Garden department didn't taken action against culprit? Why #Garden department are sleeping? @mygovMaha @SCofIndia @Aaple_Sarkar @JK247News @HinaShroff @PTI_News https://twitter.com/sujitsingh1984/status/1165649284798144512 …,,,,,,,
@mybmc @mybmcWardPS @mybmcSWD @mybmcSWM @mygovindia @CEOMyGovIndia @CollectorMsd @SCofIndia @Aaple_Sarkar @JK247News @justDSingh @citizen1819 @AlertCitizen5 @Wassup_Mumbai @lionbhai @PotholeWarriors Why #BMC in #GOREGAON WEST not removing all #KHATARS VEH,,,,,,,
#mumbaipolice #mumbaitraffic why are not taking ganpati procession in the afternoon as in this the traffic at mitt choki junction #bmc #mmrda pic.twitter.com/sOgbrgTGV5,,,,,,,
"How to maintain open spaces in #Mumbai better? #BMC takes citizens’ tips.
@MNCDFbombay
@Lokhandwala_Bom
@CommunityBandra
@MulundMumbai
@NPCCA
@sandeepohri https://www.hindustantimes.com/mumbai-news/how-to-maintain-open-spaces-better-bmc-takes-citizens-tips/story-8HXQTIPcMhltF6AtHSzt1O.html …",,,,,,,
"#BMC to RTO, Traffic Police: Cancel registration of illegally parked buses on @RoadsOfMumbai.  It is very much needed. (@MehulThakkar_ reports)
@mumbaitraffic https://www.hindustantimes.com/mumbai-news/bmc-to-rto-traffic-police-cancel-registration-of-illegally-parked-buses/story-2uA0OBFe6yFD2Jp93urQyL.html …",,,,,,,
"#BMC to Join Hands🤝 with Citizens to Fix #Potholes 👍
@MumbaiMirror 28aug2019 by @linahb_mirror 
@ANI @InfoMumbai @GreaterMumbai pic.twitter.com/AQ3kKMRLQa",,,,,,,
Hey sir sorry to disturb you I have just visited the site I didn't see any #DAMBAR work there. Can any #BMC or #MHADA officer visit on site with me. This is my contact no.9819386590. @Deepakk75058621 @mybmc @JK247News @Jitendramaru1 @CollectorMsd @SCofIndia @Dev_Fadnavis,,,,,,,
"Good Evening #BMC #GetWellSoonBMC #AadityaThackeray even after raising all necessary complaints d illegal height raising of a 5 ft shop is done 25ft converted to a building.Threats of Fire, Burglaries& compromising structure & infra of road widening.Adeshwar Trust is encroaching",,,,,,,
"If #BMC has banned the use of paver blocks for roads and repair work three years ago, 
Why is it still being used to fill potholes in the city?
BMC: Mere Bare Mein Itna Mat Sochna ... Dil (Khadde) Mein Aata Hoon ... Samajh Mein Nahi  pic.twitter.com/3hazmdgIW6",,,,,,,
"Our Volunteers worked tirelessly to raise awareness about the cutting/transplantation of 1821 trees in Mulund West.
It was covered by the correspondents of @MirrorNow. We thank them for giving us a platform to raise our voice.
27-08-2019,Look at your response on RETMS. If you have issued the jain trust a notice of 354A dn how come dy have almost finished converting a 5ft Shop to a 25 ft 1 storey building check pic for your Reply #BMC #GetWellSoonBMC @MumbaiPolice @mybmcWardGN @OfficeOfNG @AUThackeray @VIRENINFRA pic.twitter.com/iUwMkgfUHM
26-08-2019,This is what we pay taxes for #swachhbharat #NarendraModi #BMC  pic.twitter.com/afTW6gjjUx – at HDFC Bank ATM
25-08-2019,Dear all",,,,,,,
,,,,,,,
"Jesus hates plastic.. 
Would love to have a Jesus free Bandra  pic.twitter.com/xGEuerhBD2",,,,,,,
"Try complaining about encroachments/hawkers/badly maintained footpaths/rds with Potholes etc
Not just twitter
I complained about encroachments on #BMC website too BUT after more than a year I recv sms saying it has been sent to concerned dept
That's how #inefficient they r pic.twitter.com/yJUZw1zr51",,,,,,,
Shame #BMC  https://twitter.com/LOLrakshak/status/1164776771826286598 …,,,,,,,
@mybmc @MNCDFbombay @KharSePyar @MadhuraKarekar @mybmcWardHW @CPMumbaiPolice this no parking boards are been tampered and broken and very old outside Ganesh electronic 5th Rd khar opp #BMC Market khar w people are parking on both sides and creating traffi,,,,,,,
27 days completed logging complaint on twitter & MCGM Portal d illegal heightraising in full swing BMC after 25th day gives new way to register complaint which is a bigger joke .. #BMC be ready 4 worst expose of your incompetency & we youth of India will throw u out of power soon  pic.twitter.com/IPuSOLMB5n,,,,,,,
